sent_index,sent_txt,pos_seq,metaphor_seq,genre
kbw-fragment42_15011,I drop it,"['PRON', 'VERB', 'PRON']","[0, 0, 0]",conversation
b1g-fragment02_977,"At the time of writing , the proposal has been approved and discussions are in progress on the location of the agency 's headquarters .","['ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
a1g-fragment26_393,"More than 80 years later , Lenin 's heirs are allowing refugees from their Communist regime escape in the opposite direction , in an East German-made train travelling across East German territory .","['ADJ', 'ADP', 'NUM', 'NOUN', 'ADV', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
ccw-fragment03_1605,"Be still my restless heart , the man had a strong , caressing voice and the slow luscious accent of America 's deep south .","['VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'ADJ', 'NOUN', 'PUNCT']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",fiction
b1g-fragment02_896,Human-induced changes to the environment have increased rapidly as a consequence of growing population numbers and of numerous developments in technology .,"['VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbp-fragment09_3845,I could n't stand the bloke at the time .,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",conversation
kbw-fragment04_2404,She 'd have to get the next one .,"['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NUM', 'PUNCT']","[0, 0, 0, 0, 1, 0, 1, 0, 0]",conversation
kcu-fragment02_1603,Just come this way .,"['ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0]",conversation
bpa-fragment14_2099,Forster 's radio-projected voice broke into her thoughts .,"['PROPN', 'PART', 'VERB', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 1, 1, 0, 0, 0]",fiction
fef-fragment03_648,How can we find a solution for A ?,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0]",academic
a1h-fragment06_125,"On his return , Keller was Swiss champion again in 1955 and was bitterly disappointed when the Swiss chose to boycott the 1956 Olympics after the Russian intervention in Hungary .","['ADP', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADP', 'NUM', 'CCONJ', 'VERB', 'ADV', 'ADJ', 'ADV', 'DET', 'PROPN', 'VERB', 'PART', 'VERB', 'DET', 'NUM', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",news
bpa-fragment14_2169,"Gently as though he might disturb it , he pulled back .","['ADV', 'ADP', 'ADP', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
acj-fragment01_43,"None of these arguments is notably strong , let alone conclusive .","['NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PUNCT']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",academic
bpa-fragment14_2162,"In the stroboscopic view , the giant pistons were the only things moving until a figure detached itself from the wall , its grey colour exactly that of the background steel .","['ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'DET', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",fiction
b1g-fragment02_814,The Bhopal accident killed 2000 and injured 200 000 more ;,"['DET', 'PROPN', 'NOUN', 'VERB', 'NUM', 'CCONJ', 'VERB', 'NUM', 'NUM', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
alp-fragment01_76,"Unlike the prison inmate , AEC participants can not sit back and passively do their time .","['ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'CCONJ', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",academic
a9j-fragment01_8,"The second , and complementary , part of the Intifada strategy concentrated on the construction of an indigenous national authority .","['DET', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",news
as6-fragment01_33,"Not only are the most disadvantaged on the receiving end of most crime , argues Harrison , they also have to put up with the heaviest police presence .","['ADV', 'ADV', 'VERB', 'DET', 'ADV', 'ADJ', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PART', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",academic
kbw-fragment42_14823,Do you want a whole ?,"['VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0]",conversation
cdb-fragment02_515,"If I were innocent , thought Rufus , I know very well what I would do .","['ADP', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADV', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
cdb-fragment02_371,"Ten and a half , said his wife .","['NUM', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
kbp-fragment09_4073,"Go on , yeah .","['VERB', 'PART', 'PUNCT', 'INTJ', 'PUNCT']","[1, 1, 0, 0, 0]",conversation
al5-fragment03_38,A national standard will also be set for outpatient waiting times .,"['DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",news
g0l-fragment01_19,"We have a new problem , kicked off the Exec Director .","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PART', 'DET', 'PROPN', 'PROPN', 'PUNCT']","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",fiction
kbd-fragment07_2431,left at the end of the night .,"['VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 1, 0, 1, 0, 0, 0, 0]",conversation
a80-fragment15_287,"Even so , the All Blacks , who include seven capped players , will give today 's opponents due respect .","['ADV', 'ADV', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'NUM', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'NOUN', 'PART', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",news
kbh-fragment02_269,It only takes one at a time .,"['PRON', 'ADV', 'VERB', 'NUM', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 1, 0, 0, 0]",conversation
kbd-fragment07_2400,"Well , bring them back !","['INTJ', 'PUNCT', 'VERB', 'PRON', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0]",conversation
cdb-fragment04_972,It no longer looked mellow .,"['PRON', 'ADV', 'ADV', 'VERB', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0]",fiction
kbj-fragment17_1611,I do n't get it though !,"['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'ADV', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0]",conversation
kb7-fragment10_2138,We 've got a similar one on ours .,"['PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kcv-fragment42_4458,Of course I think it is .,"['ADV', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0]",conversation
b1g-fragment02_1438,"In general , they suggest that the model provided reasonable and reliable evacuation times .","['ADP', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kcv-fragment42_4630,Just give me a week to have in here .,"['ADV', 'VERB', 'PRON', 'DET', 'NOUN', 'PART', 'VERB', 'ADV', 'ADV', 'PUNCT']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbw-fragment17_6215,But perhaps he does n't want to change till cos she 'll,"['CCONJ', 'ADV', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'ADP', 'PRON', 'VERB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
ccw-fragment03_1612,"My name , he stroked her with his voice , is Jesse Isambard Sweetman .","['ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ac2-fragment06_1560,"I guess we 're both losers , Mark .","['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ew1-fragment01_72,"All was linked to the sense of a new departure , a "" new style "" , a "" new regime in politics "" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new Chief Whip , Party Chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of Whips and organizers .","['DET', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADV', 'ADV', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT']","[0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",academic
cb5-fragment02_3397,As I 've just proved to you .,"['ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0]",fiction
ac2-fragment06_1278,Is that how you feel ?,"['VERB', 'DET', 'ADV', 'PRON', 'VERB', 'PUNCT']","[0, 1, 0, 0, 1, 0]",fiction
kbw-fragment04_2730,Please .,"['INTJ', 'PUNCT']","[0, 0]",conversation
kcv-fragment42_4260,They ca n't manage the staircase,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN']","[0, 0, 0, 1, 0, 0]",conversation
fef-fragment03_741,"Now we shall say that in a class of materials the current density at any point is proportional to the electric field ; in mathematical form formula] , where formula] is the conductivity of the material .","['ADV', 'PRON', 'VERB', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",academic
kcu-fragment02_2253,I 've only got ta change,"['PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB']","[0, 0, 0, 0, 0, 0]",conversation
kbw-fragment11_4048,Well I thought .,"['INTJ', 'PRON', 'VERB', 'PUNCT']","[0, 0, 0, 0]",conversation
cdb-fragment04_869,What was certain was that he could no longer use the escape key .,"['NOUN', 'VERB', 'ADJ', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
cdb-fragment04_938,"It would be owners and occupants of Wyvis Hall between nine and twelve years before that they would wish to interview , and those were Great-Uncle Hilbert , who was dead , himself and Ivan Langan to whom he had sold the house .","['PRON', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NUM', 'CCONJ', 'NUM', 'NOUN', 'ADP', 'ADP', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PUNCT', 'CCONJ', 'DET', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'PRON', 'CCONJ', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
kbw-fragment42_15045,Yeah I know,"['INTJ', 'PRON', 'VERB']","[0, 0, 0]",conversation
kbw-fragment11_4193,So your dad sent a cheque .,"['ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0]",conversation
amm-fragment02_1777,Under the microscope even the bone structure of these dinosaurs looks more like that of living mammals than cold-blooded reptiles .,"['ADP', 'DET', 'NOUN', 'ADV', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",academic
kcu-fragment02_1934,"Not only that , if you paid thirty pound you could go down there could n't you ?","['ADV', 'ADV', 'ADP', 'PUNCT', 'ADP', 'PRON', 'VERB', 'NUM', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'PRON', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",conversation
ac2-fragment06_1407,How did the Planning meeting go ?,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","[0, 0, 0, 1, 0, 1, 0]",fiction
kbd-fragment07_2440,He goes it 's too fucking dead !,"['PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0]",conversation
ahf-fragment63_1184,Original theories give trouble .,"['ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0]",news
kbw-fragment42_14834,I did see it on the,"['PRON', 'VERB', 'VERB', 'PRON', 'ADP', 'DET']","[0, 0, 0, 0, 0, 0]",conversation
kbj-fragment17_1491,Yeah add three .,"['INTJ', 'VERB', 'NUM', 'PUNCT']","[0, 1, 0, 0]",conversation
ac2-fragment06_1300,He sounded somewhat to the right of Genghis Khan .,"['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",fiction
kbh-fragment41_5277,Right let's find the dog food .,"['INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0]",conversation
ew1-fragment01_109,Daily Express : I am much obliged to you for the precis of Mr Bonar Law 's speech last night .,"['PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbj-fragment17_1613,I 'm just writing the answers out for you !,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PART', 'ADP', 'PRON', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
kbp-fragment09_3927,"Give me out a load , yes .","['VERB', 'PRON', 'PART', 'DET', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT']","[0, 0, 0, 0, 1, 0, 0, 0]",conversation
kbw-fragment42_14904,What age will she teach then ?,"['ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0]",conversation
b1g-fragment02_988,"At the local scale , it is usually impossible to neglect the effects of multiple processes operating .","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
b1g-fragment02_1433,The system comprises three interrelated modules : community and disaster type characteristics module ; population distribution module ; network evacuation module .,"['DET', 'NOUN', 'VERB', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
cb5-fragment02_3411,But we leave tomorrow ! she exclaimed .,"['CCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0]",fiction
kbc-fragment13_6167,But that 's I did n't know it was that bad .,"['CCONJ', 'DET', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",conversation
kbc-fragment13_6286,Put them on a list and wait .,"['VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PUNCT']","[1, 0, 1, 0, 0, 0, 0, 0]",conversation
b1g-fragment02_1124,Economic instruments for reducing greenhouse gases ;,"['ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0]",academic
c8t-fragment01_107,I sympathize .,"['PRON', 'VERB', 'PUNCT']","[0, 0, 0]",fiction
ccw-fragment03_1582,"She boasted a harpoon walkway , a flybridge , and , above the highest wheel-platform , an aluminium canopy which held a radar aerial .","['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",fiction
b1g-fragment02_1079,"In the European Community of 12 nation states , for instance , no less than eight procedures for calculating potential evapo-transpiration have been in use !","['ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'ADP', 'NUM', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
a1x-fragment05_176,RENEE HENRY underwent a lumpectomy and radiotherapy for her breast cancer .,"['PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
kcu-fragment02_1540,And she said that she 'd had the baby she was great .,"['CCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",conversation
kbw-fragment11_4138,Oh right can we not take her home ?,"['INTJ', 'INTJ', 'VERB', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
cb5-fragment02_3375,You promise ?,"['PRON', 'VERB', 'PUNCT']","[0, 0, 0]",fiction
kbw-fragment17_6201,"Actually it 's quite a cosy group , so they probably know each other by","['ADV', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'ADP']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",conversation
fef-fragment03_646,So we are left with eqn ( 3.11 ) .,"['ADV', 'PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",academic
b1g-fragment02_905,"In contrast , the advocates of chaos theory ( e.g. Stewart 1989 ) argue that some natural systems are so sensitive to tiny stimuli that even the faint beat of a butterfly 's wing could be the ultimate trigger for a hurricane .","['ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'PROPN', 'NUM', 'PUNCT', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
clp-fragment01_837,"Checklists are used in the pre-start mode , for routine maintenance and for fault-finding .","['NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
