sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized,sent_bert_tokens,sent_txt_tokenized_bert,BIO_seq,split
fiction_11_v.4.txt_0086,＂那个男的，小矬子儿，说你呢，弄西红柿的，聋了你？,"['w', 'r', 'b', 'u', 'w', 'a', 'n', 'ng', 'w', 'v', 'r', 'y', 'w', 'v', 'n', 'u', 'w', 'v', 'u', 'r', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['＂', '那个', '男', '的', '，', '小', '矬子', '儿', '，', '说', '你', '呢', '，', '弄', '西红柿', '的', '，', '聋', '了', '你', '？']","['＂', '那', '个', '男', '的', '，', '小', '[UNK]', '子', '儿', '，', '说', '你', '呢', '，', '弄', '西', '红', '柿', '的', '，', '聋', '了', '你', '？']","[['＂'], ['那', '个'], ['男'], ['的'], ['，'], ['小'], ['[UNK]', '子'], ['儿'], ['，'], ['说'], ['你'], ['呢'], ['，'], ['弄'], ['西', '红', '柿'], ['的'], ['，'], ['聋'], ['了'], ['你'], ['？']]","[['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
academic_01_v.4.txt_0016,在同等热量情况下，有睡前进食及晚餐多食的习惯。,"['p', 'b', 'n', 'n', 'f', 'w', 'v', 'v', 'f', 'v', 'c', 'n', 'ad', 'v', 'u', 'n', 'ew']","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['在', '同等', '热量', '情况', '下', '，', '有', '睡', '前', '进食', '及', '晚餐', '多', '食', '的', '习惯', '。']","['在', '同', '等', '热', '量', '情', '况', '下', '，', '有', '睡', '前', '进', '食', '及', '晚', '餐', '多', '食', '的', '习', '惯', '。']","[['在'], ['同', '等'], ['热', '量'], ['情', '况'], ['下'], ['，'], ['有'], ['睡'], ['前'], ['进', '食'], ['及'], ['晚', '餐'], ['多'], ['食'], ['的'], ['习', '惯'], ['。']]","[['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B'], ['O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
fiction_11_v.4.txt_0071,沙新推着车子挤出来，上了大马路，总算凉快了点。,"['nr', 'nr', 'v', 'u', 'n', 'v', 'v', 'w', 'v', 'u', 'a', 'n', 'w', 'd', 'a', 'u', 'm', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['沙', '新', '推', '着', '车子', '挤', '出来', '，', '上', '了', '大', '马路', '，', '总算', '凉快', '了', '点', '。']","['沙', '新', '推', '着', '车', '子', '挤', '出', '来', '，', '上', '了', '大', '马', '路', '，', '总', '算', '凉', '快', '了', '点', '。']","[['沙'], ['新'], ['推'], ['着'], ['车', '子'], ['挤'], ['出', '来'], ['，'], ['上'], ['了'], ['大'], ['马', '路'], ['，'], ['总', '算'], ['凉', '快'], ['了'], ['点'], ['。']]","[['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['B'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O']]",train
fiction_03_v.4.txt_0041,现在你们打定主意做生意，也好。,"['t', 'r', 'v', 'v', 'n', 'v', 'n', 'w', 'y', 'ew']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",Fiction,"['现在', '你们', '打', '定', '主意', '做', '生意', '，', '也好', '。']","['现', '在', '你', '们', '打', '定', '主', '意', '做', '生', '意', '，', '也', '好', '。']","[['现', '在'], ['你', '们'], ['打'], ['定'], ['主', '意'], ['做'], ['生', '意'], ['，'], ['也', '好'], ['。']]","[['O', 'O'], ['O', 'O'], ['B'], ['B'], ['O', 'O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O']]",train
fiction_20_v.4.txt_0069,你成心想炸毁我们的神经？＂,"['r', 'd', 'v', 'v', 'r', 'u', 'n', 'ew', 'w']","[0, 0, 0, 1, 0, 0, 1, 0, 0]",Fiction,"['你', '成心', '想', '炸毁', '我们', '的', '神经', '？', '＂']","['你', '成', '心', '想', '炸', '毁', '我', '们', '的', '神', '经', '？', '＂']","[['你'], ['成', '心'], ['想'], ['炸', '毁'], ['我', '们'], ['的'], ['神', '经'], ['？'], ['＂']]","[['O'], ['O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O']]",train
fiction_19_v.4.txt_0031,人们一下伸长脖子：＂为什么？＂,"['n', 'd', 'v', 'n', 'w', 'w', 'r', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['人们', '一下', '伸长', '脖子', '：', '＂', '为什么', '？', '＂']","['人', '们', '一', '下', '伸', '长', '脖', '子', '：', '＂', '为', '什', '么', '？', '＂']","[['人', '们'], ['一', '下'], ['伸', '长'], ['脖', '子'], ['：'], ['＂'], ['为', '什', '么'], ['？'], ['＂']]","[['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O'], ['O'], ['O']]",train
academic_18_v.4.txt_0036,新闻事实的素质是新闻价值的潜在形式。,"['n', 'n', 'u', 'n', 'v', 'n', 'n', 'u', 'b', 'n', 'ew']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Academic,"['新闻', '事实', '的', '素质', '是', '新闻', '价值', '的', '潜在', '形式', '。']","['新', '闻', '事', '实', '的', '素', '质', '是', '新', '闻', '价', '值', '的', '潜', '在', '形', '式', '。']","[['新', '闻'], ['事', '实'], ['的'], ['素', '质'], ['是'], ['新', '闻'], ['价', '值'], ['的'], ['潜', '在'], ['形', '式'], ['。']]","[['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O', 'O'], ['B', 'I'], ['O']]",train
academic_15_v.4.txt_0056,也就是说我们应该先建造一个有限（受限）的静态语义网。,"['l', 'r', 'v', 'd', 'v', 'm', 'a', 'w', 'v', 'w', 'u', 'n', 'n', 'n', 'ew']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['也就是说', '我们', '应该', '先', '建造', '一个', '有限', '（', '受限', '）', '的', '静态', '语义', '网', '。']","['也', '就', '是', '说', '我', '们', '应', '该', '先', '建', '造', '一', '个', '有', '限', '（', '受', '限', '）', '的', '静', '态', '语', '义', '网', '。']","[['也', '就', '是', '说'], ['我', '们'], ['应', '该'], ['先'], ['建', '造'], ['一', '个'], ['有', '限'], ['（'], ['受', '限'], ['）'], ['的'], ['静', '态'], ['语', '义'], ['网'], ['。']]","[['O', 'O', 'O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O']]",train
academic_16_v.4.txt_0033,例如眼睛不能感受声音，也不能感受冷热等。,"['v', 'n', 'v', 'v', 'n', 'w', 'd', 'v', 'v', 'n', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['例如', '眼睛', '不能', '感受', '声音', '，', '也', '不能', '感受', '冷热', '等', '。']","['例', '如', '眼', '睛', '不', '能', '感', '受', '声', '音', '，', '也', '不', '能', '感', '受', '冷', '热', '等', '。']","[['例', '如'], ['眼', '睛'], ['不', '能'], ['感', '受'], ['声', '音'], ['，'], ['也'], ['不', '能'], ['感', '受'], ['冷', '热'], ['等'], ['。']]","[['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O']]",train
news_07_v.4.txt_0017,８日，被洪水包围的灵石中学曾有８７０人断粮。,"['t', 'w', 'p', 'n', 'v', 'u', 'ns', 'n', 'd', 'v', 'm', 'n', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['８日', '，', '被', '洪水', '包围', '的', '灵石', '中学', '曾', '有', '８７０', '人', '断粮', '。']","['８', '日', '，', '被', '洪', '水', '包', '围', '的', '灵', '石', '中', '学', '曾', '有', '８', '##７', '##０', '人', '断', '粮', '。']","[['８', '日'], ['，'], ['被'], ['洪', '水'], ['包', '围'], ['的'], ['灵', '石'], ['中', '学'], ['曾'], ['有'], ['８', '##７', '##０'], ['人'], ['断', '粮'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O'], ['O'], ['O', 'O'], ['O']]",train
academic_07_v.4.txt_0004,它是以一系列的科学知识为依托，应用这些科学知识，并结合经验的判断，经济地利用自然资源为人类服务的一种专门技术。,"['r', 'v', 'p', 'm', 'q', 'u', 'n', 'n', 'p', 'v', 'w', 'v', 'r', 'n', 'n', 'w', 'c', 'v', 'n', 'u', 'vn', 'w', 'a', 'u', 'v', 'l', 'p', 'n', 'v', 'u', 'm', 'q', 'b', 'n', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Academic,"['它', '是', '以', '一', '系列', '的', '科学', '知识', '为', '依托', '，', '应用', '这些', '科学', '知识', '，', '并', '结合', '经验', '的', '判断', '，', '经济', '地', '利用', '自然资源', '为', '人类', '服务', '的', '一', '种', '专门', '技术', '。']","['它', '是', '以', '一', '系', '列', '的', '科', '学', '知', '识', '为', '依', '托', '，', '应', '用', '这', '些', '科', '学', '知', '识', '，', '并', '结', '合', '经', '验', '的', '判', '断', '，', '经', '济', '地', '利', '用', '自', '然', '资', '源', '为', '人', '类', '服', '务', '的', '一', '种', '专', '门', '技', '术', '。']","[['它'], ['是'], ['以'], ['一'], ['系', '列'], ['的'], ['科', '学'], ['知', '识'], ['为'], ['依', '托'], ['，'], ['应', '用'], ['这', '些'], ['科', '学'], ['知', '识'], ['，'], ['并'], ['结', '合'], ['经', '验'], ['的'], ['判', '断'], ['，'], ['经', '济'], ['地'], ['利', '用'], ['自', '然', '资', '源'], ['为'], ['人', '类'], ['服', '务'], ['的'], ['一'], ['种'], ['专', '门'], ['技', '术'], ['。']]","[['O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
fiction_15_v.4.txt_0076,那位工友的家就住在后山。,"['r', 'n', 'u', 'n', 'd', 'v', 'p', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['那位', '工友', '的', '家', '就', '住', '在', '后山', '。']","['那', '位', '工', '友', '的', '家', '就', '住', '在', '后', '山', '。']","[['那', '位'], ['工', '友'], ['的'], ['家'], ['就'], ['住'], ['在'], ['后', '山'], ['。']]","[['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O']]",train
news_21_v.4.txt_0005,当记者来到位于京西八一湖畔的中央电视台发射塔工地时，这里却是另一番光景：一群建筑工人正在距地面２００多米的高空冒着刺骨的寒风，精心养护刚刚打完的钢筋混凝土，安装钢结构的预埋件。,"['p', 'n', 'v', 'v', 'ns', 'm', 'n', 'u', 'n', 'n', 'n', 'd', 'w', 'r', 'd', 'v', 'r', 'm', 'n', 'w', 'm', 'q', 'n', 'n', 'u', 'v', 'n', 'm', 'm', 'q', 'u', 's', 'v', 'u', 'z', 'u', 'n', 'w', 'ad', 'v', 'd', 'v', 'v', 'u', 'n', 'n', 'w', 'v', 'n', 'n', 'u', 'n', 'ew']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['当', '记者', '来到', '位于', '京西', '八一', '湖畔', '的', '中央电视台', '发射塔', '工地', '时', '，', '这里', '却', '是', '另', '一番', '光景', '：', '一', '群', '建筑', '工人', '正在', '距', '地面', '２００', '多', '米', '的', '高空', '冒', '着', '刺骨', '的', '寒风', '，', '精心', '养护', '刚刚', '打', '完', '的', '钢筋', '混凝土', '，', '安装', '钢', '结构', '的', '预埋件', '。']","['当', '记', '者', '来', '到', '位', '于', '京', '西', '八', '一', '湖', '畔', '的', '中', '央', '电', '视', '台', '发', '射', '塔', '工', '地', '时', '，', '这', '里', '却', '是', '另', '一', '番', '光', '景', '：', '一', '群', '建', '筑', '工', '人', '正', '在', '距', '地', '面', '２０', '##０', '多', '米', '的', '高', '空', '冒', '着', '刺', '骨', '的', '寒', '风', '，', '精', '心', '养', '护', '刚', '刚', '打', '完', '的', '钢', '筋', '混', '凝', '土', '，', '安', '装', '钢', '结', '构', '的', '预', '埋', '件', '。']","[['当'], ['记', '者'], ['来', '到'], ['位', '于'], ['京', '西'], ['八', '一'], ['湖', '畔'], ['的'], ['中', '央', '电', '视', '台'], ['发', '射', '塔'], ['工', '地'], ['时'], ['，'], ['这', '里'], ['却'], ['是'], ['另'], ['一', '番'], ['光', '景'], ['：'], ['一'], ['群'], ['建', '筑'], ['工', '人'], ['正', '在'], ['距'], ['地', '面'], ['２０', '##０'], ['多'], ['米'], ['的'], ['高', '空'], ['冒'], ['着'], ['刺', '骨'], ['的'], ['寒', '风'], ['，'], ['精', '心'], ['养', '护'], ['刚', '刚'], ['打'], ['完'], ['的'], ['钢', '筋'], ['混', '凝', '土'], ['，'], ['安', '装'], ['钢'], ['结', '构'], ['的'], ['预', '埋', '件'], ['。']]","[['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O', 'O', 'O', 'O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['B', 'I'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O', 'O'], ['O'], ['B'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O']]",train
fiction_20_v.4.txt_0056,乔光朴仍是用缓慢平稳的语气说：＂我愿立军令状。,"['nr', 'nr', 'd', 'v', 'p', 'a', 'a', 'u', 'n', 'v', 'w', 'w', 'r', 'v', 'v', 'n', 'ew']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Fiction,"['乔', '光朴', '仍', '是', '用', '缓慢', '平稳', '的', '语气', '说', '：', '＂', '我', '愿', '立', '军令状', '。']","['乔', '光', '朴', '仍', '是', '用', '缓', '慢', '平', '稳', '的', '语', '气', '说', '：', '＂', '我', '愿', '立', '军', '令', '状', '。']","[['乔'], ['光', '朴'], ['仍'], ['是'], ['用'], ['缓', '慢'], ['平', '稳'], ['的'], ['语', '气'], ['说'], ['：'], ['＂'], ['我'], ['愿'], ['立'], ['军', '令', '状'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O', 'O'], ['B', 'I'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['B'], ['B', 'I', 'I'], ['O']]",train
academic_22_v.4.txt_0064,原始森林特别宝贵，应加以保护。,"['a', 'n', 'd', 'a', 'w', 'v', 'v', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['原始', '森林', '特别', '宝贵', '，', '应', '加以', '保护', '。']","['原', '始', '森', '林', '特', '别', '宝', '贵', '，', '应', '加', '以', '保', '护', '。']","[['原', '始'], ['森', '林'], ['特', '别'], ['宝', '贵'], ['，'], ['应'], ['加', '以'], ['保', '护'], ['。']]","[['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_20_v.4.txt_0028,穿着半截羊皮袄的尼古拉·彼德罗夫说：＂亲眼看到了邻居中国人过得很好，看到商店丰富的货物，吃到鲜美的中国饺子，真是太令人羡慕了。＂,"['v', 'u', 'n', 'n', 'u', 'nr', 'v', 'w', 'w', 'd', 'v', 'u', 'n', 'ns', 'n', 'v', 'u', 'd', 'a', 'w', 'v', 'n', 'a', 'u', 'n', 'w', 'v', 'v', 'a', 'u', 'ns', 'n', 'w', 'd', 'd', 'l', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['穿', '着', '半截', '羊皮袄', '的', '尼古拉·彼德罗夫', '说', '：', '＂', '亲眼', '看到', '了', '邻居', '中国', '人', '过', '得', '很', '好', '，', '看到', '商店', '丰富', '的', '货物', '，', '吃', '到', '鲜美', '的', '中国', '饺子', '，', '真是', '太', '令人羡慕', '了', '。', '＂']","['穿', '着', '半', '截', '羊', '皮', '袄', '的', '尼', '古', '拉', '·', '彼', '德', '罗', '夫', '说', '：', '＂', '亲', '眼', '看', '到', '了', '邻', '居', '中', '国', '人', '过', '得', '很', '好', '，', '看', '到', '商', '店', '丰', '富', '的', '货', '物', '，', '吃', '到', '鲜', '美', '的', '中', '国', '饺', '子', '，', '真', '是', '太', '令', '人', '羡', '慕', '了', '。', '＂']","[['穿'], ['着'], ['半', '截'], ['羊', '皮', '袄'], ['的'], ['尼', '古', '拉', '·', '彼', '德', '罗', '夫'], ['说'], ['：'], ['＂'], ['亲', '眼'], ['看', '到'], ['了'], ['邻', '居'], ['中', '国'], ['人'], ['过'], ['得'], ['很'], ['好'], ['，'], ['看', '到'], ['商', '店'], ['丰', '富'], ['的'], ['货', '物'], ['，'], ['吃'], ['到'], ['鲜', '美'], ['的'], ['中', '国'], ['饺', '子'], ['，'], ['真', '是'], ['太'], ['令', '人', '羡', '慕'], ['了'], ['。'], ['＂']]","[['O'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['B'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O', 'O'], ['O'], ['O'], ['O']]",train
academic_29_v.4.txt_0079,可见，股份有限公司的优点是：可以广泛吸收社会闲散资金，汇集成巨额资本；,"['c', 'w', 'n', 'n', 'u', 'n', 'v', 'w', 'v', 'ad', 'v', 'n', 'a', 'n', 'w', 'v', 'v', 'b', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Academic,"['可见', '，', '股份', '有限公司', '的', '优点', '是', '：', '可以', '广泛', '吸收', '社会', '闲散', '资金', '，', '汇集', '成', '巨额', '资本', '；']","['可', '见', '，', '股', '份', '有', '限', '公', '司', '的', '优', '点', '是', '：', '可', '以', '广', '泛', '吸', '收', '社', '会', '闲', '散', '资', '金', '，', '汇', '集', '成', '巨', '额', '资', '本', '；']","[['可', '见'], ['，'], ['股', '份'], ['有', '限', '公', '司'], ['的'], ['优', '点'], ['是'], ['：'], ['可', '以'], ['广', '泛'], ['吸', '收'], ['社', '会'], ['闲', '散'], ['资', '金'], ['，'], ['汇', '集'], ['成'], ['巨', '额'], ['资', '本'], ['；']]","[['O', 'O'], ['O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O', 'O'], ['O']]",train
academic_22_v.4.txt_0062,通过保护最优良的农田并加以有效管理，可减少对自然生态系统的压力。,"['p', 'v', 'd', 'a', 'u', 'n', 'c', 'v', 'a', 'vn', 'w', 'v', 'v', 'p', 'n', 'n', 'n', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",Academic,"['通过', '保护', '最', '优良', '的', '农田', '并', '加以', '有效', '管理', '，', '可', '减少', '对', '自然', '生态', '系统', '的', '压力', '。']","['通', '过', '保', '护', '最', '优', '良', '的', '农', '田', '并', '加', '以', '有', '效', '管', '理', '，', '可', '减', '少', '对', '自', '然', '生', '态', '系', '统', '的', '压', '力', '。']","[['通', '过'], ['保', '护'], ['最'], ['优', '良'], ['的'], ['农', '田'], ['并'], ['加', '以'], ['有', '效'], ['管', '理'], ['，'], ['可'], ['减', '少'], ['对'], ['自', '然'], ['生', '态'], ['系', '统'], ['的'], ['压', '力'], ['。']]","[['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O'], ['O'], ['B', 'I'], ['B'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O'], ['B', 'I'], ['O']]",train
news_13_v.4.txt_0078,据了解，尽管２３日下午的会议，缺席、溜号者众，但晚上吃会议伙食和看电影时，＂缺席者＂却比下午少得多。,"['p', 'v', 'w', 'c', 't', 't', 'u', 'n', 'w', 'v', 'w', 'v', 'k', 'ag', 'w', 'c', 't', 'v', 'n', 'n', 'c', 'v', 'n', 'ng', 'w', 'w', 'v', 'k', 'w', 'd', 'p', 't', 'v', 'u', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['据', '了解', '，', '尽管', '２３日', '下午', '的', '会议', '，', '缺席', '、', '溜号', '者', '众', '，', '但', '晚上', '吃', '会议', '伙食', '和', '看', '电影', '时', '，', '＂', '缺席', '者', '＂', '却', '比', '下午', '少', '得', '多', '。']","['据', '了', '解', '，', '尽', '管', '２', '##３', '日', '下', '午', '的', '会', '议', '，', '缺', '席', '、', '溜', '号', '者', '众', '，', '但', '晚', '上', '吃', '会', '议', '伙', '食', '和', '看', '电', '影', '时', '，', '＂', '缺', '席', '者', '＂', '却', '比', '下', '午', '少', '得', '多', '。']","[['据'], ['了', '解'], ['，'], ['尽', '管'], ['２', '##３', '日'], ['下', '午'], ['的'], ['会', '议'], ['，'], ['缺', '席'], ['、'], ['溜', '号'], ['者'], ['众'], ['，'], ['但'], ['晚', '上'], ['吃'], ['会', '议'], ['伙', '食'], ['和'], ['看'], ['电', '影'], ['时'], ['，'], ['＂'], ['缺', '席'], ['者'], ['＂'], ['却'], ['比'], ['下', '午'], ['少'], ['得'], ['多'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O']]",train
academic_15_v.4.txt_0051,理论上说，信息处理用的汉语的静态语义网，应当是汉语语义知识的全集。,"['n', 'f', 'v', 'w', 'n', 'vn', 'v', 'u', 'nz', 'u', 'n', 'n', 'n', 'w', 'v', 'v', 'nz', 'n', 'n', 'u', 'n', 'ew']","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['理论', '上', '说', '，', '信息', '处理', '用', '的', '汉语', '的', '静态', '语义', '网', '，', '应当', '是', '汉语', '语义', '知识', '的', '全集', '。']","['理', '论', '上', '说', '，', '信', '息', '处', '理', '用', '的', '汉', '语', '的', '静', '态', '语', '义', '网', '，', '应', '当', '是', '汉', '语', '语', '义', '知', '识', '的', '全', '集', '。']","[['理', '论'], ['上'], ['说'], ['，'], ['信', '息'], ['处', '理'], ['用'], ['的'], ['汉', '语'], ['的'], ['静', '态'], ['语', '义'], ['网'], ['，'], ['应', '当'], ['是'], ['汉', '语'], ['语', '义'], ['知', '识'], ['的'], ['全', '集'], ['。']]","[['O', 'O'], ['B'], ['O'], ['O'], ['B', 'I'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O']]",train
fiction_02_v.4.txt_0061,所以她的抵赖、隐瞒、解释里，总含着隐隐的歉疚。,"['c', 'r', 'u', 'vn', 'w', 'vn', 'w', 'vn', 'f', 'w', 'd', 'v', 'u', 'z', 'u', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",Fiction,"['所以', '她', '的', '抵赖', '、', '隐瞒', '、', '解释', '里', '，', '总', '含', '着', '隐隐', '的', '歉疚', '。']","['所', '以', '她', '的', '抵', '赖', '、', '隐', '瞒', '、', '解', '释', '里', '，', '总', '含', '着', '隐', '隐', '的', '歉', '疚', '。']","[['所', '以'], ['她'], ['的'], ['抵', '赖'], ['、'], ['隐', '瞒'], ['、'], ['解', '释'], ['里'], ['，'], ['总'], ['含'], ['着'], ['隐', '隐'], ['的'], ['歉', '疚'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['B'], ['O'], ['O'], ['B'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O']]",train
