sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized
news_07_v.4.txt_0017,８日，被洪水包围的灵石中学曾有８７０人断粮。,"['t', 'w', 'p', 'n', 'v', 'u', 'ns', 'n', 'd', 'v', 'm', 'n', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['８日', '，', '被', '洪水', '包围', '的', '灵石', '中学', '曾', '有', '８７０', '人', '断粮', '。']"
news_07_v.4.txt_0018,区里用小船送去２坛什锦菜、２坛榨菜、２桶柴油和７．５公斤机油，并给师生们送去大米，使这个学校又响起了读书声。,"['n', 'f', 'p', 'n', 'v', 'v', 'm', 'q', 'n', 'n', 'w', 'm', 'q', 'n', 'w', 'm', 'q', 'n', 'c', 'm', 'q', 'n', 'w', 'c', 'p', 'n', 'k', 'v', 'v', 'n', 'w', 'v', 'r', 'n', 'd', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['区', '里', '用', '小船', '送', '去', '２', '坛', '什锦', '菜', '、', '２', '坛', '榨菜', '、', '２', '桶', '柴油', '和', '７．５', '公斤', '机油', '，', '并', '给', '师生', '们', '送', '去', '大米', '，', '使', '这个', '学校', '又', '响起', '了', '读书声', '。']"
news_07_v.4.txt_0019,在头陀镇的小山顶上，设立着空投指示标记，航空兵某部官兵驾驶直升飞机，投入罐头与食品。,"['p', 'ns', 'u', 'a', 'n', 'f', 'w', 'v', 'u', 'vn', 'n', 'n', 'w', 'n', 'r', 'n', 'v', 'n', 'w', 'v', 'n', 'p', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['在', '头陀镇', '的', '小', '山顶', '上', '，', '设立', '着', '空投', '指示', '标记', '，', '航空兵', '某部', '官兵', '驾驶', '直升飞机', '，', '投入', '罐头', '与', '食品', '。']"
news_07_v.4.txt_0020,村民小组按急需分给灾民。,"['n', 'n', 'p', 'vn', 'v', 'p', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0]",News,"['村民', '小组', '按', '急需', '分', '给', '灾民', '。']"
news_07_v.4.txt_0021,负责灾区后勤保障的干部的本子上，记着各方捐赠的食品，全区灾民已收到面包、粽子、饼干等４万多公斤。,"['v', 'n', 'n', 'vn', 'u', 'n', 'u', 'n', 'f', 'w', 'v', 'u', 'r', 'v', 'u', 'n', 'w', 'n', 'n', 'd', 'v', 'n', 'w', 'n', 'w', 'n', 'u', 'm', 'm', 'q', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['负责', '灾区', '后勤', '保障', '的', '干部', '的', '本子', '上', '，', '记', '着', '各方', '捐赠', '的', '食品', '，', '全区', '灾民', '已', '收到', '面包', '、', '粽子', '、', '饼干', '等', '４万', '多', '公斤', '。']"
news_07_v.4.txt_0022,灾区群众互帮互谅共渡危难，一碗面条分着吃，一只粽子掰两半。,"['n', 'n', 'd', 'v', 'd', 'v', 'd', 'v', 'n', 'w', 'm', 'q', 'n', 'v', 'u', 'v', 'w', 'm', 'q', 'n', 'v', 'm', 'm', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['灾区', '群众', '互', '帮', '互', '谅', '共', '渡', '危难', '，', '一', '碗', '面条', '分', '着', '吃', '，', '一', '只', '粽子', '掰', '两', '半', '。']"
news_07_v.4.txt_0023,朝前村２００多户人家，只有３户在高处，这３户农家主动给洪水围困的村民烧饭、送饭。,"['ns', 'm', 'm', 'q', 'n', 'w', 'v', 'm', 'q', 'p', 's', 'w', 'r', 'm', 'q', 'n', 'ad', 'v', 'n', 'v', 'u', 'n', 'v', 'n', 'w', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['朝前村', '２００', '多', '户', '人家', '，', '只有', '３', '户', '在', '高处', '，', '这', '３', '户', '农家', '主动', '给', '洪水', '围困', '的', '村民', '烧', '饭', '、', '送', '饭', '。']"
news_07_v.4.txt_0024,全区有４万多灾民靠邻里互助渡难关。,"['n', 'v', 'm', 'm', 'n', 'v', 'n', 'v', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",News,"['全区', '有', '４万', '多', '灾民', '靠', '邻里', '互助', '渡', '难关', '。']"
news_07_v.4.txt_0025,到记者昨晚发稿时止，这个区的水位已从最高时的６．８１米下降到４．９米，尚超出警戒水位１．１米。,"['p', 'n', 't', 'v', 'ng', 'v', 'w', 'r', 'n', 'u', 'n', 'd', 'p', 'a', 'ng', 'u', 'm', 'q', 'v', 'v', 'm', 'q', 'w', 'd', 'v', 'vn', 'n', 'm', 'q', 'ew']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['到', '记者', '昨晚', '发稿', '时', '止', '，', '这个', '区', '的', '水位', '已', '从', '最高', '时', '的', '６．８１', '米', '下降', '到', '４．９', '米', '，', '尚', '超出', '警戒', '水位', '１．１', '米', '。']"
news_08_v.4.txt_0022,她努着嘴用力吹灭了生日蛋糕上的９支蜡烛，周围的同学和老师都热烈地鼓起掌来。,"['r', 'v', 'u', 'n', 'ad', 'v', 'v', 'u', 'n', 'n', 'f', 'u', 'm', 'q', 'n', 'w', 'f', 'u', 'n', 'c', 'n', 'd', 'a', 'u', 'v', 'v', 'n', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",News,"['她', '努', '着', '嘴', '用力', '吹', '灭', '了', '生日', '蛋糕', '上', '的', '９', '支', '蜡烛', '，', '周围', '的', '同学', '和', '老师', '都', '热烈', '地', '鼓', '起', '掌', '来', '。']"
news_08_v.4.txt_0023,掌声过后，大家欣喜的脸上似有一缕忧愁掠过，眼里慢慢涌出了泪花。,"['n', 't', 'w', 'r', 'a', 'u', 's', 'd', 'v', 'm', 'q', 'an', 'v', 'w', 's', 'd', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",News,"['掌声', '过后', '，', '大家', '欣喜', '的', '脸上', '似', '有', '一', '缕', '忧愁', '掠过', '，', '眼里', '慢慢', '涌出', '了', '泪花', '。']"
news_08_v.4.txt_0024,他们深情地注视着她，仿佛在问：在明年的１２月１０日，她还能吹灭１０支生日蜡烛吗？,"['r', 'a', 'u', 'v', 'u', 'r', 'w', 'd', 'u', 'v', 'w', 'p', 't', 'u', 't', 't', 'w', 'r', 'd', 'v', 'v', 'v', 'm', 'q', 'n', 'n', 'y', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['他们', '深情', '地', '注视', '着', '她', '，', '仿佛', '在', '问', '：', '在', '明年', '的', '１２月', '１０日', '，', '她', '还', '能', '吹', '灭', '１０', '支', '生日', '蜡烛', '吗', '？']"
news_08_v.4.txt_0025,她的老师、皇姑区天山一校２年４班班主任在一旁对我们说：＂小邢阳因患'淋巴细胞白血病'已离开学校半年多了。,"['r', 'u', 'n', 'w', 'ns', 'ns', 'm', 'ng', 'm', 'q', 'm', 'q', 'n', 'p', 'f', 'p', 'r', 'v', 'w', 'w', 'a', 'nr', 'nr', 'p', 'v', 'w', 'n', 'n', 'w', 'd', 'v', 'n', 'm', 'q', 'm', 'y', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['她', '的', '老师', '、', '皇姑区', '天山', '一', '校', '２', '年', '４', '班', '班主任', '在', '一旁', '对', '我们', '说', '：', '＂', '小', '邢', '阳', '因', '患', ""'"", '淋巴细胞', '白血病', ""'"", '已', '离开', '学校', '半', '年', '多', '了', '。']"
news_08_v.4.txt_0026,今天是她的生日，我们把她接回学校，为她举办了这个'祝你悄悄长大'生日班会。＂,"['t', 'v', 'r', 'u', 'n', 'w', 'r', 'p', 'r', 'v', 'v', 'n', 'w', 'p', 'r', 'v', 'u', 'r', 'w', 'v', 'r', 'd', 'v', 'w', 'n', 'n', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['今天', '是', '她', '的', '生日', '，', '我们', '把', '她', '接', '回', '学校', '，', '为', '她', '举办', '了', '这个', ""'"", '祝', '你', '悄悄', '长大', ""'"", '生日', '班会', '。', '＂']"
news_08_v.4.txt_0027,６４个小伙伴在＂祝你生日快乐＂的旋律中，争先恐后地把学习用品、小玩具等生日礼物递到她的手上。,"['m', 'q', 'n', 'p', 'w', 'v', 'r', 'n', 'an', 'w', 'u', 'n', 'f', 'w', 'i', 'u', 'p', 'vn', 'n', 'w', 'a', 'n', 'u', 'n', 'n', 'v', 'v', 'r', 'u', 's', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['６４', '个', '小伙伴', '在', '＂', '祝', '你', '生日', '快乐', '＂', '的', '旋律', '中', '，', '争先恐后', '地', '把', '学习', '用品', '、', '小', '玩具', '等', '生日', '礼物', '递', '到', '她', '的', '手上', '。']"
news_08_v.4.txt_0028,这个班和其他年级的孩子们还表演了精心编排的文艺节目，以表达对小邢阳的祝愿。,"['r', 'n', 'c', 'r', 'n', 'u', 'n', 'k', 'd', 'v', 'u', 'ad', 'v', 'u', 'n', 'n', 'w', 'c', 'v', 'p', 'a', 'nr', 'nr', 'u', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",News,"['这个', '班', '和', '其他', '年级', '的', '孩子', '们', '还', '表演', '了', '精心', '编排', '的', '文艺', '节目', '，', '以', '表达', '对', '小', '邢', '阳', '的', '祝愿', '。']"
news_08_v.4.txt_0029,小邢阳也高兴地和大家一起尽情地跳着唱着，小脸因激动而微微发红。,"['a', 'nr', 'nr', 'd', 'a', 'u', 'p', 'r', 'd', 'd', 'u', 'v', 'u', 'v', 'u', 'w', 'a', 'n', 'p', 'a', 'c', 'd', 'v', 'ew']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['小', '邢', '阳', '也', '高兴', '地', '和', '大家', '一起', '尽情', '地', '跳', '着', '唱', '着', '，', '小', '脸', '因', '激动', '而', '微微', '发红', '。']"
news_08_v.4.txt_0030,＂阳阳这孩子真懂事，今天一早就对我说，妈妈，今天我不哭。,"['w', 'nr', 'r', 'n', 'd', 'a', 'w', 't', 'm', 'tg', 'd', 'p', 'r', 'v', 'w', 'n', 'w', 't', 'r', 'd', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['＂', '阳阳', '这', '孩子', '真', '懂事', '，', '今天', '一', '早', '就', '对', '我', '说', '，', '妈妈', '，', '今天', '我', '不', '哭', '。']"
news_08_v.4.txt_0031,大家对我那么好，我一哭他们也流泪，多对不住老师和同学啊！,"['r', 'p', 'r', 'r', 'a', 'w', 'r', 'm', 'v', 'r', 'd', 'v', 'w', 'ad', 'v', 'n', 'c', 'n', 'e', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['大家', '对', '我', '那么', '好', '，', '我', '一', '哭', '他们', '也', '流泪', '，', '多', '对不住', '老师', '和', '同学', '啊', '！']"
news_08_v.4.txt_0032,据医生讲，阳阳的病只有做骨髓移植手术，或许有６０％的希望，否则她只有１％的生存机会。,"['p', 'n', 'v', 'w', 'nr', 'u', 'n', 'c', 'v', 'n', 'vn', 'n', 'w', 'd', 'v', 'm', 'u', 'vn', 'w', 'c', 'r', 'v', 'm', 'u', 'vn', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['据', '医生', '讲', '，', '阳阳', '的', '病', '只有', '做', '骨髓', '移植', '手术', '，', '或许', '有', '６０％', '的', '希望', '，', '否则', '她', '只有', '１％', '的', '生存', '机会', '。']"
news_08_v.4.txt_0033,可做骨髓移植手术要花３万多元钱，阳阳说什么也不肯做。,"['c', 'v', 'n', 'vd', 'v', 'v', 'v', 'm', 'm', 'q', 'n', 'w', 'nr', 'v', 'r', 'd', 'v', 'v', 'ew']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",News,"['可', '做', '骨髓', '移植', '手术', '要', '花', '３万', '多', '元', '钱', '，', '阳阳', '说', '什么', '也', '不肯', '做', '。']"
news_08_v.4.txt_0034,她说，为了给我治病，全校师生已经捐了１２００多元了。,"['r', 'v', 'w', 'p', 'p', 'r', 'v', 'w', 'n', 'n', 'd', 'v', 'u', 'm', 'm', 'q', 'y', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['她', '说', '，', '为了', '给', '我', '治病', '，', '全校', '师生', '已经', '捐', '了', '１２００', '多', '元', '了', '。']"
news_08_v.4.txt_0035,我不想再拖累家长、老师和同学们了。＂,"['r', 'd', 'v', 'd', 'v', 'n', 'w', 'n', 'c', 'n', 'k', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['我', '不', '想', '再', '拖累', '家长', '、', '老师', '和', '同学', '们', '了', '。', '＂']"
news_08_v.4.txt_0036,邢阳的妈妈，一位普通的女工抹着眼泪悄悄地对坐在身旁的老师说。,"['nr', 'nr', 'u', 'n', 'w', 'm', 'q', 'a', 'u', 'n', 'v', 'u', 'n', 'z', 'p', 'v', 'p', 's', 'u', 'n', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['邢', '阳', '的', '妈妈', '，', '一', '位', '普通', '的', '女工', '抹', '着', '眼泪', '悄悄地', '对', '坐', '在', '身旁', '的', '老师', '说', '。']"
news_08_v.4.txt_0037,班会结束时，小邢阳向大家深深地鞠了一躬，眼圈红红地说：＂也许我永远只有９岁了，但是我永远也忘不了老师、同学和周围的人给了我妈妈一样的爱。,"['n', 'v', 'ng', 'w', 'a', 'nr', 'nr', 'p', 'r', 'd', 'vg', 'u', 'm', 'n', 'w', 'n', 'a', 'u', 'v', 'w', 'w', 'd', 'r', 'd', 'v', 'm', 'q', 'y', 'w', 'c', 'r', 'd', 'd', 'v', 'n', 'w', 'n', 'c', 'f', 'u', 'n', 'v', 'u', 'r', 'n', 'a', 'u', 'vn', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",News,"['班会', '结束', '时', '，', '小', '邢', '阳', '向', '大家', '深深地', '鞠', '了', '一', '躬', '，', '眼圈', '红红', '地', '说', '：', '＂', '也许', '我', '永远', '只有', '９', '岁', '了', '，', '但是', '我', '永远', '也', '忘不了', '老师', '、', '同学', '和', '周围', '的', '人', '给', '了', '我', '妈妈', '一样', '的', '爱', '。']"
news_08_v.4.txt_0038,我给大家唱支歌吧！＂,"['r', 'p', 'r', 'v', 'q', 'n', 'y', 'ew', 'w']","[0, 0, 0, 0, 1, 0, 0, 0, 0]",News,"['我', '给', '大家', '唱', '支', '歌', '吧', '！', '＂']"
news_08_v.4.txt_0039,＂世上只有妈妈好，有妈的孩子像块宝......＂,"['w', 's', 'v', 'n', 'a', 'w', 'v', 'n', 'u', 'n', 'v', 'q', 'n', 'w', 'w', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",News,"['＂', '世上', '只有', '妈妈', '好', '，', '有', '妈', '的', '孩子', '像', '块', '宝', '...', '...', '＂']"
news_08_v.4.txt_0040,稚嫩的歌声在教室里萦绕，泪花在每个人的脸上闪动。,"['a', 'u', 'n', 'p', 'n', 'f', 'v', 'w', 'n', 'p', 'r', 'n', 'u', 's', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['稚嫩', '的', '歌声', '在', '教室', '里', '萦绕', '，', '泪花', '在', '每个', '人', '的', '脸上', '闪动', '。']"
news_09_v.4.txt_0043,４月８日下午，河北遵化县农业局高级农艺师王宏成，在山里各庄乡刘庄子村被＂困＂了大半天，直到天黑后由两位副乡长出面说情才脱身离去。,"['t', 't', 't', 'w', 'ns', 'ns', 'n', 'n', 'a', 'n', 'nr', 'nr', 'w', 'p', 's', 'ns', 'ns', 'p', 'w', 'vg', 'w', 'u', 'm', 'w', 'v', 'n', 'a', 'f', 'p', 'm', 'q', 'b', 'n', 'v', 'v', 'd', 'v', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",News,"['４月', '８日', '下午', '，', '河北', '遵化', '县', '农业局', '高级', '农艺师', '王', '宏成', '，', '在', '山里', '各庄乡', '刘庄子村', '被', '＂', '困', '＂', '了', '大半天', '，', '直到', '天', '黑', '后', '由', '两', '位', '副', '乡长', '出面', '说情', '才', '脱身', '离去', '。']"
news_09_v.4.txt_0044,去年。,"['t', 'ew']","[0, 0]",News,"['去年', '。']"
news_09_v.4.txt_0045,王宏成在山里各庄乡推广了７００亩＂水稻早育稀植技术，平均亩产比普通稻田多了２００多斤。,"['nr', 'nr', 'p', 's', 'ns', 'v', 'u', 'm', 'q', 'w', 'n', 'ad', 'vg', 'ad', 'v', 'n', 'w', 'b', 'n', 'p', 'a', 'n', 'a', 'u', 'm', 'm', 'q', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['王', '宏成', '在', '山里', '各庄乡', '推广', '了', '７００', '亩', '＂', '水稻', '早', '育', '稀', '植', '技术', '，', '平均', '亩产', '比', '普通', '稻田', '多', '了', '２００', '多', '斤', '。']"
news_09_v.4.txt_0046,该乡的刘庄子人看红了眼，家家争着要请老王来传新招。,"['r', 'n', 'u', 'ns', 'n', 'v', 'a', 'u', 'n', 'w', 'q', 'v', 'u', 'v', 'v', 'nr', 'v', 'v', 'a', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",News,"['该', '乡', '的', '刘庄子', '人', '看', '红', '了', '眼', '，', '家家', '争', '着', '要', '请', '老王', '来', '传', '新', '招', '。']"
news_09_v.4.txt_0047,今年一开春，他们像盼＂财神＂一样四处找老王，但是王宏成是个大忙人，请他来传技实非易事。,"['t', 'm', 't', 'w', 'r', 'v', 'v', 'w', 'n', 'w', 'u', 'd', 'v', 'nr', 'w', 'c', 'nr', 'nr', 'v', 'q', 'n', 'w', 'v', 'r', 'v', 'v', 'ng', 'd', 'd', 'a', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",News,"['今年', '一', '开春', '，', '他们', '像', '盼', '＂', '财神', '＂', '一样', '四处', '找', '老王', '，', '但是', '王', '宏成', '是', '个', '大忙人', '，', '请', '他', '来', '传', '技', '实', '非', '易', '事', '。']"
news_09_v.4.txt_0048,于是刘庄子人打定主意：请不着就＂抢＂。,"['c', 'ns', 'n', 'v', 'v', 'n', 'w', 'v', 'd', 'v', 'd', 'w', 'v', 'w', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",News,"['于是', '刘庄子', '人', '打', '定', '主意', '：', '请', '不', '着', '就', '＂', '抢', '＂', '。']"
news_09_v.4.txt_0049,这天上午，李景春老汉听说老王要去孙家炉上技术课，喜出望外，他一边告诉四邻，一边做育秧准备，还特地派老伴到必经路口当＂了望哨＂。,"['r', 't', 'w', 'nr', 'nr', 'n', 'v', 'nr', 'v', 'v', 'nr', 'nr', 'v', 'n', 'w', 'i', 'w', 'r', 'd', 'v', 'n', 'w', 'd', 'v', 'vn', 'vn', 'w', 'd', 'd', 'v', 'n', 'v', 'vn', 'n', 'v', 'w', 'vn', 'ng', 'w', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",News,"['这天', '上午', '，', '李', '景春', '老汉', '听说', '老王', '要', '去', '孙', '家炉', '上', '技术课', '，', '喜出望外', '，', '他', '一边', '告诉', '四邻', '，', '一边', '做', '育秧', '准备', '，', '还', '特地', '派', '老伴', '到', '必经', '路口', '当', '＂', '了望', '哨', '＂', '。']"
news_09_v.4.txt_0050,下午两点多，准备去宋各庄讲课的王宏成在大路上一露面，李老汉夫妇便迎上去，连拉带拽把老王＂抢＂进家门。,"['t', 't', 'm', 'w', 'v', 'v', 'ns', 'v', 'u', 'nr', 'nr', 'p', 'n', 'f', 'm', 'v', 'w', 'nr', 'n', 'n', 'd', 'v', 'v', 'w', 'v', 'v', 'v', 'v', 'p', 'nr', 'w', 'v', 'w', 'v', 'n', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",News,"['下午', '两点', '多', '，', '准备', '去', '宋各庄', '讲课', '的', '王', '宏成', '在', '大路', '上', '一', '露面', '，', '李', '老汉', '夫妇', '便', '迎', '上去', '，', '连', '拉', '带', '拽', '把', '老王', '＂', '抢', '＂', '进', '家门', '。']"
news_09_v.4.txt_0051,这时李家院子挤满了参观的人。,"['r', 'nr', 'n', 'n', 'v', 'u', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['这时', '李', '家', '院子', '挤满', '了', '参观', '的', '人', '。']"
news_09_v.4.txt_0052,老王见此场面深受感动，倦意顿消，顾不上休息，就做起了现场示范。,"['nr', 'v', 'r', 'n', 'v', 'v', 'w', 'n', 'dg', 'v', 'w', 'v', 'd', 'v', 'v', 'w', 'd', 'v', 'u', 's', 'vn', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",News,"['老王', '见', '此', '场面', '深受', '感动', '，', '倦意', '顿', '消', '，', '顾', '不', '上', '休息', '，', '就', '做起', '了', '现场', '示范', '。']"
news_09_v.4.txt_0053,他先讲了新技术的增产原理，又把秧床制作、稻种处理等操作方法讲解了几遍。,"['r', 'd', 'v', 'u', 'a', 'n', 'u', 'vn', 'n', 'w', 'd', 'p', 'ng', 'n', 'vn', 'w', 'n', 'vn', 'u', 'vn', 'n', 'v', 'u', 'm', 'q', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['他', '先', '讲', '了', '新', '技术', '的', '增产', '原理', '，', '又', '把', '秧', '床', '制作', '、', '稻种', '处理', '等', '操作', '方法', '讲解', '了', '几', '遍', '。']"
news_09_v.4.txt_0054,听课的人换了一茬又一茬，直到太阳西斜，小院里的人仍挤得满满的。,"['v', 'u', 'n', 'v', 'u', 'm', 'q', 'd', 'm', 'q', 'w', 'v', 'n', 'f', 'v', 'w', 'a', 'n', 'f', 'u', 'n', 'd', 'v', 'u', 'z', 'u', 'ew']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['听课', '的', '人', '换', '了', '一', '茬', '又', '一', '茬', '，', '直到', '太阳', '西', '斜', '，', '小', '院', '里', '的', '人', '仍', '挤', '得', '满满', '的', '。']"
news_09_v.4.txt_0055,闻讯起来的两位副乡长见老王劳累了一天，还要骑车赶３０里路，便一个门外截村民，一个院里劝乡亲，磨了半天嘴皮，人们才恋恋不舍地离去。,"['v', 'v', 'u', 'm', 'q', 'b', 'n', 'v', 'nr', 'a', 'u', 'm', 'q', 'w', 'd', 'v', 'v', 'm', 'q', 'n', 'w', 'd', 'm', 's', 'v', 'n', 'w', 'm', 'n', 'v', 'n', 'w', 'v', 'u', 'm', 'n', 'w', 'n', 'd', 'i', 'u', 'v', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",News,"['闻讯', '起来', '的', '两', '位', '副', '乡长', '见', '老王', '劳累', '了', '一', '天', '，', '还要', '骑车', '赶', '３０', '里', '路', '，', '便', '一个', '门外', '截', '村民', '，', '一个', '院里', '劝', '乡亲', '，', '磨', '了', '半天', '嘴皮', '，', '人们', '才', '恋恋不舍', '地', '离去', '。']"
